Time	Load	Extension
0.017000000923872	-0.00346381217241287	-4.00000018998981
0.0270000007003546	0.000334670708980411	-4.00000018998981
0.0370000004768372	0.00730537855997682	-4.00000018998981
0.0469999983906746	0.00393110001459718	-4.00000018998981
0.0570000000298023	0.000389984372304752	-3.99987772107124
0.0670000016689301	-0.000257891952060163	-3.99987772107124
0.0769999995827675	-0.00183698628097773	-3.99987772107124
0.0869999974966049	-0.000782383547630161	-3.99975571781397
0.0970000028610229	0.00490995729342103	-3.99975571781397
0.10700000077486	0.00974138546735048	-3.99963371455669
0.116999998688698	0.00166973273735493	-3.99963371455669
0.127000004053116	-0.00259475316852331	-3.99951171129942
0.136999994516373	0.00116037752013654	-3.99951171129942
0.146999999880791	0.0009926165221259	-3.99938970804214
0.157000005245209	0.00379959959536791	-3.99926770478487
0.166999995708466	0.000569536408875138	-3.9991457015276
0.177000001072884	-0.000275096739642322	-3.99902323260903
0.187000006437302	0.00501063745468855	-3.99890122935176
0.196999996900558	0.00465806527063251	-3.99865722283721
0.207000002264977	0.0005892711924389	-3.99841321632266
0.216999992728233	0.00773060414940119	-3.99792473763227
0.226999998092651	0.00228776060976088	-3.99707024917006
0.237000003457069	0.0106277847662568	-3.99572774767876
0.246999993920326	0.0105461562052369	-3.99389630183578
0.256999999284744	0.00604957295581698	-3.99218732491136
0.266999989748001	-0.00199343846179545	-3.99096682667732
0.27700001001358	-0.00664616655558348	-3.98999033495784
0.287000000476837	-0.00843982491642237	-3.9892578497529
0.296999990940094	0.00788032822310925	-3.98852536454797
0.307000011205673	0.0102821700274944	-3.98779287934303
0.31700000166893	0.00494322227314115	-3.98718239739537
0.326999992132187	0.00121818867046386	-3.98645037785172
0.337000012397766	0.00449277367442846	-3.98583989590406
0.347000002861023	0.000426631886512041	-3.98498540744185
0.35699999332428	0.00751163810491562	-3.98364244028926
0.367000013589859	0.00514146406203508	-3.98242194205523
0.377000004053116	0.00547724170610309	-3.98144545033574
0.386999994516373	0.00173768342938274	-3.98071296513081
0.397000014781952	-0.00383487110957503	-3.98022448644042
0.407000005245209	-0.000137780036311597	-3.97973647341132
0.416999995708466	0.00210005370900035	-3.97924799472094
0.426999986171722	0.0004072840383742	-3.97888198494911
0.437000006437302	0.00367503031156957	-3.97839350625873
0.446999996900558	0.00573331071063876	-3.9780274964869
0.456999987363815	0.00328232976607978	-3.97753901779652
0.467000007629395	-0.00446736812591553	-3.97717300802469
0.476999998092651	-0.00206348299980164	-3.97668452933431
0.486999988555908	0.00439691497012973	-3.97619651630521
0.497000008821487	0.012096768245101	-3.97570803761482
0.507000029087067	0.000838216277770698	-3.97521955892444
0.517000019550323	-0.00212053186260164	-3.97473154589534
0.52700001001358	0.00194586685393006	-3.97424306720495
0.537000000476837	0.00693304417654872	-3.97375505417585
0.546999990940094	-0.000476650835480541	-3.97326657548547
0.556999981403351	0.00489043071866035	-3.97277809679508
0.566999971866608	0.00792627409100533	-3.97216808050871
0.577000021934509	0.0045754462480545	-3.97167960181832
0.587000012397766	-0.0063071446493268	-3.97119158878922
0.597000002861023	-0.000527966127265245	-3.97058110684156
0.60699999332428	0.00758565403521061	-3.97009262815118
0.616999983787537	0.0130059756338596	-3.96960461512208
0.626999974250793	0.0026753272395581	-3.96911613643169
0.637000024318695	-0.00307040917687118	-3.9686281234026
0.647000014781952	0.00117867114022374	-3.96813964471221
0.657000005245209	0.00382176600396633	-3.96765116602182
0.666999995708466	0.0034679479431361	-3.96716315299273
0.676999986171722	0.00618612440302968	-3.96667467430234
0.686999976634979	0.00146297772880644	-3.96618666127324
0.697000026702881	0.00122302991803735	-3.96569818258286
0.707000017166138	0.00258004874922335	-3.96521016955376
0.717000007629395	-0.000492254795972258	-3.9645996876061
0.726999998092651	0.00067620724439621	-3.96411120891571
0.736999988555908	0.00524298707023263	-3.96362319588661
0.746999979019165	0.00386381568387151	-3.96313471719623
0.757000029087067	0.0013503119116649	-3.96252423524857
0.767000019550323	-0.000739886600058526	-3.96203622221947
0.77700001001358	0.000320230348734185	-3.96154774352908
0.787000000476837	0.00752930482849479	-3.96093772724271
0.796999990940094	0.00386586040258408	-3.96044924855232
0.806999981403351	-0.000912390823941678	-3.95996076986194
0.816999971866608	0.000752222898881882	-3.95947275683284
0.827000021934509	0.0066452007740736	-3.95898427814245
0.837000012397766	0.00666520837694407	-3.95849626511335
0.847000002861023	0.00112515990622342	-3.95800778642297
0.85699999332428	0.000301100371871144	-3.95751930773258
0.866999983787537	0.00514810206368566	-3.95703129470348
0.876999974250793	0.00547260604798794	-3.95666481927037
0.887000024318695	0.000483445532154292	-3.95617680624127
0.897000014781952	0.00407666247338057	-3.95568832755089
0.907000005245209	0.00738659547641873	-3.95520031452179
0.916999995708466	0.006076755002141	-3.9547118358314
0.926999986171722	-0.00950354896485806	-3.95422382280231
0.936999976634979	0.00122546020429581	-3.95373534411192
0.947000026702881	0.016495855525136	-3.9533693343401
0.957000017166138	0.00549527769908309	-3.95288085564971
0.967000007629395	-0.00137261126656085	-3.95239237695932
0.976999998092651	-0.00278160814195871	-3.95190436393023
0.986999988555908	-0.0008971436182037	-3.95141588523984
0.996999979019165	0.00584345124661922	-3.95080586895347
1.00699996948242	0.00324645754881203	-3.95031739026308
1.01699995994568	0.00443454040214419	-3.94982891157269
1.02699995040894	0.00605485215783119	-3.9493408985436
1.03699994087219	-0.00192172743845731	-3.94873041659594
1.04700005054474	-0.0051142256706953	-3.94824240356684
1.057000041008	0.00952617265284061	-3.94775392487645
1.06700003147125	0.0107156299054623	-3.94726544618607
1.07700002193451	0.00304824882186949	-3.94665542989969
1.08700001239777	-0.00329311587847769	-3.94616695120931
1.09700000286102	-0.000583332555834204	-3.94567893818021
1.10699999332428	0.00537068163976073	-3.9453124627471
1.11699998378754	0.00832540448755026	-3.944824449718
1.12699997425079	0.00198880233801901	-3.94421396777034
1.13699996471405	0.00339157623238862	-3.94372548907995
1.14699995517731	0.00790272746235132	-3.94323747605085
1.15699994564056	0.00408889958634973	-3.94274899736047
1.16700005531311	-0.00301939877681434	-3.94226051867008
1.17700004577637	0.00370555277913809	-3.94177250564098
1.18700003623962	0.0107429390773177	-3.9412840269506
1.19700002670288	0.00714470725506544	-3.9407960139215
1.20700001716614	-0.00582815334200859	-3.94042953848839
1.21700000762939	-0.00583993690088391	-3.93994152545929
1.22699999809265	0.00333242979831994	-3.9394530467689
1.23699998855591	0.0130124371498823	-3.93896503373981
1.24699997901917	0.0067711491137743	-3.93847655504942
1.25699996948242	-0.00360909360460937	-3.93798807635903
1.26699995994568	-0.00435990793630481	-3.93750006332994
1.27699995040894	0.00593211967498064	-3.93713358789682
1.28699994087219	0.00987737718969584	-3.93664557486773
1.29700005054474	0.00647810380905867	-3.93615709617734
1.307000041008	-0.00505906576290727	-3.93554707989097
1.31700003147125	-0.00278741004876792	-3.93505860120058
1.32700002193451	0.0076432921923697	-3.93457012251019
1.33700001239777	0.00918451882898808	-3.9340821094811
1.34700000286102	0.00300467316992581	-3.93359363079071
1.35699999332428	0.00318179186433554	-3.93298361450434
1.36699998378754	0.00300551066175103	-3.93249513581395
1.37699997425079	0.00201570382341743	-3.93200665712357
1.38699996471405	0.00314598414115608	-3.93139664083719
1.39699995517731	0.0105087300762534	-3.93090816214681
1.40699994564056	0.00482651265338063	-3.93042014911771
1.41700005531311	-0.00511152017861605	-3.92980966717005
1.42700004577637	-0.00587173830717802	-3.92932118847966
1.43700003623962	0.00902572460472584	-3.92883317545056
1.44700002670288	0.0114630842581391	-3.92834469676018
1.45700001716614	0.000886843132320791	-3.92785621806979
1.46700000762939	-0.00518401386216283	-3.92736820504069
1.47699999809265	0.00426989840343595	-3.92687972635031
1.48699998855591	0.0103737358003855	-3.92639171332121
1.49699997901917	0.00210203020833433	-3.92590323463082
1.50699996948242	-0.00712702516466379	-3.92541522160172
1.51699995994568	0.00126564269885421	-3.92492674291134
1.52699995040894	0.0103304507210851	-3.92443826422095
1.53699994087219	0.00692790141329169	-3.92395025119185
1.54700005054474	-0.0040285661816597	-3.92346177250147
1.557000041008	-0.00251765316352248	-3.92297375947237
1.56700003147125	0.00435156608000398	-3.92248528078198
1.57700002193451	0.00808408297598362	-3.92199726775289
1.58700001239777	0.00501008704304695	-3.9215087890625
1.59700000286102	0.00457130372524261	-3.92102031037211
1.60699999332428	0.00299529661424458	-3.92053229734302
1.61699998378754	-0.000548435025848448	-3.92004381865263
1.62699997425079	0.00214478024281561	-3.91955580562353
1.63699996471405	0.00853326823562384	-3.91906732693315
1.64699995517731	0.00858845934271812	-3.91857931390405
1.65699994564056	0.000178845642949454	-3.91809083521366
1.66700005531311	-0.00395237468183041	-3.917480353266
1.67700004577637	-0.000771224847994745	-3.9169923402369
1.68700003623962	0.00900830049067736	-3.91650386154652
1.69700002670288	0.00954238418489695	-3.91589337959886
1.70700001716614	0.00641748169437051	-3.91540536656976
1.71700000762939	-0.00498309126123786	-3.91491688787937
1.72699999809265	-0.00267014838755131	-3.914306871593
1.73699998855591	0.00456046359613538	-3.91381839290261
1.74699997901917	0.0076606092043221	-3.91320791095495
1.75699996948242	0.00280906935222447	-3.91271989792585
1.76699995994568	-0.00218728976324201	-3.91223141923547
1.77699995040894	0.000949372886680067	-3.91174294054508
1.78699994087219	0.00510267866775393	-3.91125492751598
1.79700005054474	0.00188609014730901	-3.9107664488256
1.807000041008	0.00370724522508681	-3.9102784357965
1.81700003147125	0.0082930913195014	-3.90978995710611
1.82700002193451	0.00336109031923115	-3.90930194407701
1.83700001239777	-0.00240865652449429	-3.90881346538663
1.84700000286102	0.00243708118796349	-3.90832498669624
1.85699999332428	0.0112553397193551	-3.90783697366714
1.86699998378754	0.00601662695407867	-3.90722649171948
1.87699997425079	-0.00273291533812881	-3.90673847869039
1.88699996471405	-0.00328720337711275	-3.90625
1.89699995517731	0.00737652787938714	-3.90563975088298
1.90699994564056	0.00615534279495478	-3.9051512721926
1.91700005531311	0.00251261028461158	-3.90466302633286
1.92700004577637	0.00498686404898763	-3.90417478047311
1.93700003623962	0.00643064500764012	-3.90368653461337
1.94700002670288	-0.00130413006991148	-3.90319828875363
1.95700001716614	-0.00313078775070608	-3.90271004289389
1.96700000762939	0.00162308267317712	-3.90209956094623
1.97699999809265	0.0099544320255518	-3.90161131508648
1.98699998855591	0.00629751197993755	-3.90112306922674
1.99699997901917	-0.00322307739406824	-3.90051258727908
2.00699996948242	-0.00386501266621053	-3.90002434141934
2.01699995994568	0.00403095223009586	-3.8995360955596
2.02699995040894	0.00797076150774956	-3.89892584644258
2.03699994087219	0.00478985905647278	-3.89843760058284
2.04699993133545	0.0026446704287082	-3.89782711863518
2.05699992179871	0.0013588615693152	-3.89733887277544
2.06699991226196	0.00371914193965495	-3.89685062691569
2.07699990272522	0.00410756841301918	-3.89636238105595
2.08699989318848	0.00556950783357024	-3.89587413519621
2.09699988365173	0.00770842842757702	-3.89538565650582
2.10700011253357	0.00371486460790038	-3.89489741064608
2.11700010299683	-0.000674117414746433	-3.89440916478634
2.12700009346008	-0.00211727642454207	-3.8939209189266
2.13700008392334	0.00823736749589443	-3.89343267306685
2.1470000743866	0.00998443644493818	-3.89294442720711
2.15700006484985	0.0096636600792408	-3.89245594851673
